Artist,Title,prepText,allText
Justin Bieber,The Christmas Song (Chestnuts Roasting On An Open Fire),paroles de la chanson the christmas song chestnuts roasting on an open fire par justin bieber chestnuts roasting on an open fire jack frost nipping on your nose,Justin Bieber The Christmas Song (Chestnuts Roasting On An Open Fire) paroles de la chanson the christmas song chestnuts roasting on an open fire par justin bieber chestnuts roasting on an open fire jack frost nipping on your nose
Justin Bieber,Drummer Boy,paroles de la chanson drummer boy par justin bieber come they told me pa rum pum pum pum,Justin Bieber Drummer Boy paroles de la chanson drummer boy par justin bieber come they told me pa rum pum pum pum
Nope. That was your nurse friend.,You stitched me up?,foggyyou had me get a hold of her after you took a swing at me for trying to get you to the hospital matti dont remember sorry foggyshe was hot by the way but i guess you already knew that huh foggyfoggy,Nope. That was your nurse friend. You stitched me up? foggyyou had me get a hold of her after you took a swing at me for trying to get you to the hospital matti dont remember sorry foggyshe was hot by the way but i guess you already knew that huh foggyfoggy
"Oh uh, sorry.","Yeah, who're you looking for?",matt uh yeah so they tell me i hope that wont be a problem foggy why would it oh youre youre my roomie matt uh matt murdock foggy foggy nelson wait matt murdock are you youre not from hells kitchen are you,"Oh uh, sorry. Yeah, who're you looking for? matt uh yeah so they tell me i hope that wont be a problem foggy why would it oh youre youre my roomie matt uh matt murdock foggy foggy nelson wait matt murdock are you youre not from hells kitchen are you"
"Yeah, I I just did what anyone would have.","So am I! Yeah, I heard about you when you were a kid, what you did, saving that guy crossing the street.",matt im really not foggycome on you got your peepers knocked out saving that old dude matt they didnt get knocked out foggygood cause that would be a little freaky but no offense,"Yeah, I I just did what anyone would have. So am I! Yeah, I heard about you when you were a kid, what you did, saving that guy crossing the street. matt im really not foggycome on you got your peepers knocked out saving that old dude matt they didnt get knocked out foggygood cause that would be a little freaky but no offense"
"Oh, um...","Yeah, you're just a guy, right? A really, really good-looking guy.",matt right yeah its been known to happen foggythis is gonna be awesome mattwhat is foggyme as your wingman youre gonna open up a whole caliber of women ive only dreamed of a lot were gonna be like maverick and goose,"Oh, um... Yeah, you're just a guy, right? A really, really good-looking guy. matt right yeah its been known to happen foggythis is gonna be awesome mattwhat is foggyme as your wingman youre gonna open up a whole caliber of women ive only dreamed of a lot were gonna be like maverick and goose"
"See? This is what I'm talking about. Me and you Maverick and Goose, no secrets.","I don't know, a girl, maybe?",foggy details hey do you know a good place to get a cup of coffee on campus matt no foggy well lucky for you i do and its filled with luscious coeds shall we matt yeah lead the way,"See? This is what I'm talking about. Me and you Maverick and Goose, no secrets. I don't know, a girl, maybe? foggy details hey do you know a good place to get a cup of coffee on campus matt no foggy well lucky for you i do and its filled with luscious coeds shall we matt yeah lead the way"
I didn't ask for that. I never - I never asked for that.,"All these years, I actually felt sorry for you.",matt we are foggyyouve lied to me matt since the day we met matt what did you expect me to say foggy hi im matt i got some chemicals splashed in my eyes when i was a kid that gave me heightened senses foggy well maybe not lead with that,"I didn't ask for that. I never - I never asked for that. All these years, I actually felt sorry for you. matt we are foggyyouve lied to me matt since the day we met matt what did you expect me to say foggy hi im matt i got some chemicals splashed in my eyes when i was a kid that gave me heightened senses foggy well maybe not lead with that"
"Because I didn't have a choice. She found me in a dumpster, all right? Half dead. She didn't - She didn't tell you?","But you told that nurse, Claire.",matt she is foggy did you blow up those buildings shoot those cops matt you really even need to ask that foggyyeah i think i do,"Because I didn't have a choice. She found me in a dumpster, all right? Half dead. She didn't - She didn't tell you? But you told that nurse, Claire. matt she is foggy did you blow up those buildings shoot those cops matt you really even need to ask that foggyyeah i think i do"
He and Nobu.,He did this to you?,matt yeah i think hes some kind of ninja foggya ninja matti think foggywhat are you doing matt youre a lawyer youre supposed to be helping people,He and Nobu. He did this to you? matt yeah i think hes some kind of ninja foggya ninja matti think foggywhat are you doing matt youre a lawyer youre supposed to be helping people
"No, Matt was Matt was in an accident.",Is everything okay?,foggyhe was in a car accident karen matt was driving foggy no he um he got hit karen well is he all right look i im coming over,"No, Matt was Matt was in an accident. Is everything okay? foggyhe was in a car accident karen matt was driving foggy no he um he got hit karen well is he all right look i im coming over"
"I got this, Karen.",Okay.  Foggy...,foggy thank you turns off screw you i just lied to somebody that i care about i want to know everything and dont you leave a damn thing out in a park fisk approaches gao who is sitting on a bench both start speaking in mandarin gao i have never seen you absent your man by your side fisk no need for a translator now,"I got this, Karen. Okay.  Foggy... foggy thank you turns off screw you i just lied to somebody that i care about i want to know everything and dont you leave a damn thing out in a park fisk approaches gao who is sitting on a bench both start speaking in mandarin gao i have never seen you absent your man by your side fisk no need for a translator now"
What happened to Nobu was unfortunate.,Am I the snake or the elephant?,gao he is a man of pride something well known to you fisk whats done is done gao and the man in the mask you have found his body fisk no,What happened to Nobu was unfortunate. Am I the snake or the elephant? gao he is a man of pride something well known to you fisk whats done is done gao and the man in the mask you have found his body fisk no
Is that why you wanted to meet?  To warn me of what I already know?,They are distracted. But their memories and their knives are forever sharp.,fisk you always possessed what the others did not my respect gao perhaps yet you are not the man who came to me with a dream for this city he was of a singular mind yours now is pulled in two directions by longings of the heart fisk is that why were here to discuss my private affairs gao no we are here to discuss your fate i speak your tongue now so there is no mistaking my words there is conflict within you,Is that why you wanted to meet?  To warn me of what I already know? They are distracted. But their memories and their knives are forever sharp. fisk you always possessed what the others did not my respect gao perhaps yet you are not the man who came to me with a dream for this city he was of a singular mind yours now is pulled in two directions by longings of the heart fisk is that why were here to discuss my private affairs gao no we are here to discuss your fate i speak your tongue now so there is no mistaking my words there is conflict within you
I've missed you.,"Of course, I do. Always got me going.",ben they um they think youre improving doris what are you working on ben uh its nothing just uh outsmarted by a story doris youll figure it out always do,"I've missed you. Of course, I do. Always got me going. ben they um they think youre improving doris what are you working on ben uh its nothing just uh outsmarted by a story doris youll figure it out always do"
"I don't know. This was 20 years ago, maybe. I was more fearless then. Don't see much of that guy now.",Your name is Ben Urich and you are a reporter. It's not a job. It's who you are.,ben you keep sweettalking im gonna climb in there with you they kiss ben doris baby dorishello gorgeous,"I don't know. This was 20 years ago, maybe. I was more fearless then. Don't see much of that guy now. Your name is Ben Urich and you are a reporter. It's not a job. It's who you are. ben you keep sweettalking im gonna climb in there with you they kiss ben doris baby dorishello gorgeous"
I'll be right back. [gets up] Is this about the extension?,Ben?,they talk near the door nurse im sorry ben how do you know you did everything nurse i did everything,I'll be right back. [gets up] Is this about the extension? Ben? they talk near the door nurse im sorry ben how do you know you did everything nurse i did everything
The Internet.,The hell you get all this crap?,matt i never learned how to sew foggy but you learned how to fight that news footage of you in the alley after the bombings the way you were flipping around your dad was a boxer he didnt teach you any of that stuff did he matt he didnt want me to fight you know that foggy so howd you get so good at it,The Internet. The hell you get all this crap? matt i never learned how to sew foggy but you learned how to fight that news footage of you in the alley after the bombings the way you were flipping around your dad was a boxer he didnt teach you any of that stuff did he matt he didnt want me to fight you know that foggy so howd you get so good at it
"He found me at the orphanage. Blind like me. Well, almost like me.",You're shitting me.,matt i know how it sounds foggy i dont think that you do matt he did more than start my training he taught me that my blindness wasnt a disability that sight was a distraction he helped me understand everything i could do foggydefine everything,"He found me at the orphanage. Blind like me. Well, almost like me. You're shitting me. matt i know how it sounds foggy i dont think that you do matt he did more than start my training he taught me that my blindness wasnt a disability that sight was a distraction he helped me understand everything i could do foggydefine everything"
